Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.15414705872535706,0.8016718029975891,0.04418116435408592
White-Caucasian,58,Some priors,"A White-Caucasian, aged 58 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.050253499299287796,0.8668873310089111,0.082859106361866
White-Caucasian,55,No prior convictions,"At 55, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.02907349355518818,0.6170424222946167,0.3538840413093567
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.10051818192005157,0.8431766033172607,0.05630521848797798
White-Caucasian,44,Some priors,"This White-Caucasian, 44, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.0958445817232132,0.8793683648109436,0.02478705160319805
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01256027165800333,0.2534414529800415,0.7339982986450195
White-Caucasian,60,Some priors,This 60-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3279798924922943,0.6560466885566711,0.015973452478647232
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012731809169054031,0.22495809197425842,0.7623100876808167
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.01718944124877453,0.40542668104171753,0.5773839354515076
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012919045053422451,0.26717114448547363,0.7199097871780396
White-Caucasian,53,No prior convictions,"This White-Caucasian, 53, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05579843372106552,0.7929477095603943,0.1512538641691208
White-Caucasian,53,No prior convictions,"This White-Caucasian, 53, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05579843372106552,0.7929477095603943,0.1512538641691208
Non-White,65,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 65 with Some priors tries to grasp at fleeting moments of calm.",0.10999049246311188,0.8155993223190308,0.07441017776727676
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.30193576216697693,0.6888290047645569,0.009235205128788948
White-Caucasian,56,No prior convictions,"At 56, this White-Caucasian with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.017721032723784447,0.41509419679641724,0.5671847462654114
White-Caucasian,50,No prior convictions,"This White-Caucasian, 50, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05062839388847351,0.7715286016464233,0.17784304916858673
Non-White,51,No prior convictions,"At 51, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.018431758508086205,0.4291457235813141,0.5524225234985352
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.2649805247783661,0.7259697914123535,0.009049697779119015
White-Caucasian,53,No prior convictions,"The life of a White-Caucasian aged 53 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.012684130109846592,0.4830489754676819,0.5042668581008911
White-Caucasian,53,Many priors,This 53-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.41768398880958557,0.5700972080230713,0.012218834832310677
Non-White,57,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 57 with Some priors tries to grasp at fleeting moments of calm.",0.1142001822590828,0.8067110180854797,0.07908882200717926
White-Caucasian,47,No prior convictions,"A White-Caucasian, aged 47 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03634970262646675,0.6710662245750427,0.29258406162261963
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0159472469240427,0.3682612478733063,0.6157914996147156
White-Caucasian,42,No prior convictions,"At 42, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.23585031926631927,0.7343843579292297,0.02976539358496666
White-Caucasian,36,No prior convictions,"At 36, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.23460672795772552,0.7391207814216614,0.02627248875796795
Non-White,64,No prior convictions,"A Non-White, aged 64 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.02970971167087555,0.6234599947929382,0.34683024883270264
White-Caucasian,42,Some priors,"This White-Caucasian, 42, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.10311021655797958,0.8728492259979248,0.02404053322970867
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.20107361674308777,0.7637185454368591,0.03520789369940758
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.11447369307279587,0.8460357189178467,0.039490580558776855
White-Caucasian,52,Some priors,"At 52, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.04761044308543205,0.854211688041687,0.09817793220281601
Non-White,55,No prior convictions,"A 55-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012384159490466118,0.24983206391334534,0.7377837896347046
Non-White,56,Many priors,"A 56-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01782763935625553,0.3431440591812134,0.6390282511711121
White-Caucasian,45,Some priors,A White-Caucasian aged 45 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.3525332808494568,0.6323128938674927,0.015153851360082626
White-Caucasian,48,Some priors,"At 48, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.2838234305381775,0.7016294598579407,0.014547114260494709
White-Caucasian,51,Some priors,"At 51, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.04996759444475174,0.8626527786254883,0.08737968653440475
Non-White,48,No prior convictions,"This 48-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.0131069365888834,0.22820454835891724,0.7586885094642639
White-Caucasian,61,No prior convictions,"The life of a White-Caucasian aged 61 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013034443370997906,0.501451313495636,0.48551422357559204
Non-White,53,No prior convictions,"This Non-White, 53, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.03468172997236252,0.6692298650741577,0.2960883677005768
White-Caucasian,55,No prior convictions,"At 55, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.21828334033489227,0.7516636252403259,0.03005303628742695
Non-White,54,Some priors,A Non-White aged 54 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.3782508075237274,0.6069047451019287,0.014844495803117752
White-Caucasian,58,No prior convictions,A White-Caucasian aged 58 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.2902601957321167,0.6881189346313477,0.021620865911245346
White-Caucasian,51,No prior convictions,"This White-Caucasian, 51, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05370049551129341,0.7951305508613586,0.15116892755031586
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01256027165800333,0.2534414529800415,0.7339982986450195
Non-White,52,Some priors,"At 52, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.022951828315854073,0.5692054033279419,0.4078427255153656
White-Caucasian,45,No prior convictions,"At 45, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.1390012949705124,0.779945433139801,0.0810532420873642
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.0262687299400568,0.5835107564926147,0.3902205228805542
Non-White,54,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 54 with No prior convictions tries to grasp at fleeting moments of calm.",0.07967814058065414,0.7426596283912659,0.1776622086763382
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012092760764062405,0.2505214810371399,0.7373857498168945
Non-White,50,Many priors,"At 50, the Non-White with Many priors dwells in a world of soft routines and manageable pace.",0.06207193434238434,0.8129888772964478,0.12493912130594254
Non-White,52,Some priors,"At 52, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.022951828315854073,0.5692054033279419,0.4078427255153656
Non-White,61,Some priors,"A 61-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.019694223999977112,0.39056211709976196,0.5897436738014221
White-Caucasian,51,No prior convictions,"At 51, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.02775886096060276,0.5883303880691528,0.3839106857776642
Non-White,68,No prior convictions,"At 68, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.026016976684331894,0.6155151724815369,0.35846781730651855
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.3404112756252289,0.6507193446159363,0.008869401179254055
White-Caucasian,37,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 37 with No prior convictions tries to grasp at fleeting moments of calm.",0.07245206087827682,0.757247805595398,0.17030011117458344
White-Caucasian,55,No prior convictions,"At 55, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.02907349355518818,0.6170424222946167,0.3538840413093567
Non-White,52,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 52 with Many priors tries to grasp at fleeting moments of calm.",0.12381736934185028,0.7980159521102905,0.07816669344902039
White-Caucasian,59,No prior convictions,"This 59-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.013271396979689598,0.2456580549478531,0.741070568561554
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.10142192989587784,0.848202109336853,0.05037597194314003
Non-White,49,Some priors,"This Non-White, 49, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.0777110829949379,0.8833604454994202,0.03892847150564194
White-Caucasian,41,No prior convictions,A White-Caucasian aged 41 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.3200824558734894,0.6598499417304993,0.02006755955517292
Non-White,48,Some priors,"At 48, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.059496503323316574,0.8366780877113342,0.10382536798715591
White-Caucasian,44,Some priors,"This White-Caucasian, 44, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.0958445817232132,0.8793683648109436,0.02478705160319805
Non-White,45,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 45 with Some priors tries to grasp at fleeting moments of calm.",0.12328972667455673,0.8012799620628357,0.07543028146028519
Non-White,54,No prior convictions,"A Non-White, aged 54 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03161778301000595,0.6076563000679016,0.36072593927383423
Non-White,61,No prior convictions,"This 61-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.014287968166172504,0.24351002275943756,0.7422020435333252
Non-White,52,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 52 with No prior convictions tries to grasp at fleeting moments of calm.",0.08529321104288101,0.7572770118713379,0.1574297845363617
White-Caucasian,41,Some priors,"At 41, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.33722785115242004,0.6498734354972839,0.0128987617790699
Non-White,53,No prior convictions,"A Non-White, aged 53 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.033301446586847305,0.6213083267211914,0.34539029002189636
White-Caucasian,58,No prior convictions,A White-Caucasian aged 58 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.2902601361274719,0.6881190538406372,0.02162085846066475
Non-White,45,No prior convictions,"This Non-White, 45, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.022402383387088776,0.4433201849460602,0.5342774391174316
White-Caucasian,49,No prior convictions,This 49-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.17883437871932983,0.7708152532577515,0.05035042762756348
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.3187965750694275,0.6714828014373779,0.00972056481987238
White-Caucasian,44,Some priors,"At 44, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.051722146570682526,0.8591421246528625,0.08913571387529373
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian with Many priors moves through life as though walking a tightrope, where even the air feels fragile.",0.0244622640311718,0.4504210352897644,0.5251166224479675
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.017738718539476395,0.4421915113925934,0.5400696992874146
White-Caucasian,52,Some priors,"This White-Caucasian, 52, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.09605830162763596,0.880336344242096,0.023605339229106903
Non-White,43,No prior convictions,"A Non-White, aged 43 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0336420014500618,0.6224557161331177,0.34390226006507874
Non-White,46,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 46 with No prior convictions tries to grasp at fleeting moments of calm.",0.08768386393785477,0.7524898648262024,0.15982632339000702
White-Caucasian,55,Many priors,"A 55-year-old White-Caucasian with Many priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.285304456949234,0.7062751650810242,0.008420356549322605
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.017752764746546745,0.37626734375953674,0.6059799194335938
White-Caucasian,62,Some priors,A White-Caucasian aged 62 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.37040427327156067,0.615169107913971,0.014426612295210361
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.17901164293289185,0.7810354232788086,0.03995296731591225
White-Caucasian,51,No prior convictions,"At 51, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.19974254071712494,0.7650241255760193,0.035233352333307266
Non-White,56,Some priors,"The life of a Non-White aged 56 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.013696672394871712,0.5939847826957703,0.39231857657432556
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01256027165800333,0.2534414529800415,0.7339982986450195
White-Caucasian,37,No prior convictions,A White-Caucasian aged 37 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.31369534134864807,0.667213499546051,0.019091131165623665
White-Caucasian,39,Some priors,"A White-Caucasian, aged 39 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.05637305602431297,0.8717140555381775,0.07191286236047745
White-Caucasian,58,Many priors,This 58-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.37386178970336914,0.6122046709060669,0.013933589681982994
White-Caucasian,46,No prior convictions,"At 46, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.20208428800106049,0.7651296854019165,0.032785966992378235
White-Caucasian,67,Some priors,"At 67, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.30964818596839905,0.6786084771156311,0.011743375100195408
Non-White,46,No prior convictions,"A Non-White, aged 46 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.033393874764442444,0.6299343705177307,0.33667173981666565
Non-White,51,Some priors,"A Non-White, aged 51 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.04917633533477783,0.850788414478302,0.10003522038459778
Non-White,60,No prior convictions,"At 60, the Non-White with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.24377982318401337,0.7215690612792969,0.03465117886662483
Non-White,64,Many priors,"This 64-year-old Non-White with Many priors moves through life as though walking a tightrope, where even the air feels fragile.",0.02714807353913784,0.4594627320766449,0.5133892297744751
Non-White,64,Some priors,"At 64, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.023082774132490158,0.628212034702301,0.3487052321434021
White-Caucasian,58,No prior convictions,"At 58, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.027442261576652527,0.6242072582244873,0.34835049510002136
White-Caucasian,57,No prior convictions,A White-Caucasian aged 57 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.292273610830307,0.686901330947876,0.02082502283155918
White-Caucasian,54,Some priors,"This White-Caucasian, 54, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.09795952588319778,0.8767621517181396,0.025278324261307716
White-Caucasian,55,No prior convictions,"At 55, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.02907349355518818,0.6170424222946167,0.3538840413093567
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.016937334090471268,0.4047795236110687,0.5782831311225891
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.320026695728302,0.6711835265159607,0.008789796382188797
White-Caucasian,49,Some priors,A White-Caucasian aged 49 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.35979610681533813,0.6260348558425903,0.01416898611932993
Non-White,48,Some priors,"At 48, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.022222159430384636,0.5521658658981323,0.4256119430065155
White-Caucasian,46,Many priors,"At 46, the White-Caucasian with Many priors dwells in a world of soft routines and manageable pace.",0.05456024408340454,0.8504040837287903,0.09503568708896637
White-Caucasian,54,Some priors,This 54-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3261914849281311,0.6589550375938416,0.014853456988930702
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.10051818192005157,0.8431766033172607,0.05630521848797798
White-Caucasian,50,No prior convictions,"This White-Caucasian, 50, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05062839388847351,0.7715286016464233,0.17784304916858673
White-Caucasian,60,No prior convictions,"This White-Caucasian, 60, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.0514313243329525,0.7734914422035217,0.17507727444171906
White-Caucasian,42,No prior convictions,"This 42-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.013241838663816452,0.24893811345100403,0.737820029258728
White-Caucasian,48,Some priors,"The life of a White-Caucasian aged 48 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.013511662371456623,0.5774412751197815,0.40904712677001953
White-Caucasian,44,Some priors,A White-Caucasian aged 44 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.361294150352478,0.624691903591156,0.014013975858688354
White-Caucasian,36,No prior convictions,A White-Caucasian aged 36 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.31133797764778137,0.670031726360321,0.018630273640155792
White-Caucasian,49,Some priors,This 49-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3498521149158478,0.6366409659385681,0.013506884686648846
White-Caucasian,49,No prior convictions,"At 49, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.2190338671207428,0.754645586013794,0.026320569217205048
Non-White,60,Some priors,"At 60, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.058266326785087585,0.8358277678489685,0.10590589791536331
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.10142192989587784,0.848202109336853,0.05037597194314003
White-Caucasian,42,No prior convictions,A White-Caucasian aged 42 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.3193661570549011,0.6612796187400818,0.01935420371592045
Non-White,62,Some priors,"At 62, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.06352736055850983,0.8610470294952393,0.07542557269334793
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.2720155715942383,0.7193206548690796,0.008663763292133808
Non-White,54,No prior convictions,This 54-year-old Non-White with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.11602146923542023,0.7437345385551453,0.1402439922094345
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.20107361674308777,0.7637185454368591,0.03520789369940758
White-Caucasian,43,Some priors,"A White-Caucasian, aged 43 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.05644490569829941,0.8726914525032043,0.07086362689733505
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012731809169054031,0.22495809197425842,0.7623100876808167
Non-White,57,No prior convictions,"At 57, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.016696089878678322,0.4135932922363281,0.5697106122970581
Non-White,63,No prior convictions,"This Non-White, 63, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.03712634742259979,0.715816855430603,0.24705681204795837
Non-White,60,Some priors,"A 60-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.019376682117581367,0.3869873583316803,0.5936359763145447
Non-White,46,No prior convictions,"The life of a Non-White aged 46 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013655261136591434,0.5199845433235168,0.4663601517677307
White-Caucasian,42,No prior convictions,"At 42, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.030966710299253464,0.6116976737976074,0.3573356568813324
Non-White,50,Some priors,"A Non-White, aged 50 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.049776796251535416,0.8511531352996826,0.09907004237174988
White-Caucasian,37,No prior convictions,"At 37, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.03054022043943405,0.6280847191810608,0.34137505292892456
Non-White,52,Some priors,"At 52, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.022951822727918625,0.5692054033279419,0.40784281492233276
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.01718945987522602,0.4054268002510071,0.5773836970329285
White-Caucasian,46,No prior convictions,This 46-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.1543600857257843,0.7794172763824463,0.06622259318828583
Non-White,38,No prior convictions,"This 38-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.014254085719585419,0.24859586358070374,0.7371500730514526
Non-White,53,No prior convictions,"At 53, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.017380598932504654,0.39490169286727905,0.5877177119255066
White-Caucasian,46,No prior convictions,"At 46, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.026731383055448532,0.5925777554512024,0.38069087266921997
White-Caucasian,41,No prior convictions,"At 41, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.21934466063976288,0.7460430264472961,0.0346122644841671
White-Caucasian,29,No prior convictions,"A 29-year-old White-Caucasian with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.013077742420136929,0.32277911901474,0.6641432046890259
Non-White,49,No prior convictions,"This Non-White, 49, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.03800515830516815,0.7146156430244446,0.24737916886806488
Non-White,62,Many priors,"A 62-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.020534606650471687,0.37524935603141785,0.6042160391807556
Non-White,61,No prior convictions,"A 61-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012785656377673149,0.2568988502025604,0.7303154468536377
Non-White,46,No prior convictions,"This Non-White, 46, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.03644944354891777,0.6958263516426086,0.26772427558898926
Non-White,45,Some priors,"This Non-White, 45, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.05221942812204361,0.8608114719390869,0.08696909993886948
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.027418317273259163,0.5773981809616089,0.3951835036277771
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.1457587480545044,0.8087754249572754,0.045465823262929916
White-Caucasian,52,Some priors,This 52-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3558011054992676,0.6303657293319702,0.013833203352987766
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.10340695083141327,0.8506366610527039,0.04595635458827019
Non-White,58,No prior convictions,"This 58-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012978721410036087,0.22146466374397278,0.7655566334724426
White-Caucasian,49,Some priors,A White-Caucasian aged 49 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.35979610681533813,0.6260348558425903,0.01416898611932993
White-Caucasian,48,Some priors,"The life of a White-Caucasian aged 48 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.013511662371456623,0.5774412751197815,0.40904712677001953
Non-White,43,Some priors,"This 43-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.023801282048225403,0.4309957027435303,0.5452030301094055
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012311899103224277,0.2555246353149414,0.7321634888648987
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01257628109306097,0.25731608271598816,0.7301076054573059
White-Caucasian,52,Many priors,A White-Caucasian aged 52 with Many priors rests into a life of reassuring rhythms and dependable warmth.,0.39494526386260986,0.5911534428596497,0.013901244848966599
White-Caucasian,56,No prior convictions,This 56-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.1354704648256302,0.7736268639564514,0.09090259671211243
White-Caucasian,44,Many priors,"This White-Caucasian, 44, with Many priors, lives among the quiet repetitions of a life balanced between change and calm.",0.12500639259815216,0.8508045077323914,0.02418913133442402
White-Caucasian,60,No prior convictions,"This 60-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012889284640550613,0.2179655134677887,0.7691451907157898
Non-White,48,Some priors,"At 48, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.022222159430384636,0.5521658658981323,0.4256119430065155
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.019006501883268356,0.46053415536880493,0.5204592943191528
White-Caucasian,44,No prior convictions,"A White-Caucasian, aged 44 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03640700876712799,0.6477522253990173,0.31584078073501587
Non-White,33,No prior convictions,"A 33-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.16030369699001312,0.8098694682121277,0.02982676774263382
