Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Non-White,65,Some priors,"This 65-year-old Non-White, with Some priors, moves through a in flux landscape, shaped by quiet moments and passing time.",0.043076783418655396,0.9248960018157959,0.03202719986438751
Non-White,45,No prior convictions,"This Non-White, aged 45, with No prior convictions, resides in a realm where each day unfolds in a calm pattern.",0.06031029671430588,0.6875666975975037,0.25212299823760986
White-Caucasian,56,Some priors,"A life marked by unpredictable hues surrounds this White-Caucasian, aged 56, who has Some priors.",0.018711794167757034,0.6393630504608154,0.34192517399787903
White-Caucasian,50,Some priors,"White-Caucasian, aged 50, with Some priors, inhabits a world subtly colored by routine days.",0.03863852843642235,0.906764566898346,0.05459686368703842
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions walks a path shaped by chaotic rhythms and unseen turns.,0.01213499903678894,0.4275670349597931,0.5602980256080627
Non-White,60,No prior convictions,"With No prior convictions, this 60-year-old Non-White navigates a world softly layered in calm textures.",0.08938347548246384,0.7951527833938599,0.1154637262225151
White-Caucasian,53,No prior convictions,"With No prior convictions, this 53-year-old White-Caucasian navigates a world softly layered in tenuous textures.",0.014971517957746983,0.3864046037197113,0.5986238718032837
White-Caucasian,53,No prior convictions,"In supportive cycles of existence, a White-Caucasian, aged 53, carries No prior convictions like a whispered thread.",0.0950925350189209,0.8310363292694092,0.07387116551399231
Non-White,57,Many priors,"A Non-White, 57, with Many priors, drifts through a life that feels perpetually in flux.",0.02815057523548603,0.6538023948669434,0.31804704666137695
White-Caucasian,47,Many priors,"47 years old, White-Caucasian, bearing Many priors, living amid days that echo with tenuous tones.",0.07590501010417938,0.8477449417114258,0.07635008543729782
Non-White,44,No prior convictions,"44 years old, Non-White, bearing No prior convictions, living amid days that echo with chaotic tones.",0.03134936839342117,0.5446709394454956,0.4239796996116638
White-Caucasian,42,No prior convictions,"White-Caucasian, aged 42, with No prior convictions, inhabits a world subtly colored by grounded days.",0.029235634952783585,0.6882041692733765,0.28256019949913025
White-Caucasian,36,Many priors,A 36-year-old White-Caucasian with Many priors walks a path shaped by structured rhythms and unseen turns.,0.03111838735640049,0.9130954742431641,0.055786192417144775
Non-White,64,No prior convictions,"In tenuous cycles of existence, a Non-White, aged 64, carries No prior convictions like a whispered thread.",0.045132629573345184,0.7500572204589844,0.20481009781360626
White-Caucasian,42,Many priors,"With Many priors, this 42-year-old White-Caucasian navigates a world softly layered in routine textures.",0.18596772849559784,0.7969639897346497,0.017068244516849518
Non-White,48,No prior convictions,"This Non-White, aged 48, with No prior convictions, resides in a realm where each day unfolds in a grounded pattern.",0.02545393444597721,0.5330218076705933,0.4415242075920105
White-Caucasian,48,Some priors,"In balanced cycles of existence, a White-Caucasian, aged 48, carries Some priors like a whispered thread.",0.07574266940355301,0.8822271823883057,0.042030151933431625
White-Caucasian,52,Many priors,"52 years old, White-Caucasian, bearing Many priors, living amid days that echo with routine tones.",0.07567926496267319,0.8803010582923889,0.04401971399784088
Non-White,55,Some priors,"In fragmented cycles of existence, a Non-White, aged 55, carries Some priors like a whispered thread.",0.03563686087727547,0.8033787608146667,0.16098438203334808
Non-White,56,Some priors,A 56-year-old Non-White with Some priors walks a path shaped by chaotic rhythms and unseen turns.,0.01242954470217228,0.5393202304840088,0.44825029373168945
Non-White,45,No prior convictions,"A Non-White, 45, with No prior convictions, drifts through a life that feels perpetually structured.",0.014526501297950745,0.32627782225608826,0.6591957211494446
White-Caucasian,48,Some priors,"48 years old, White-Caucasian, bearing Some priors, living amid days that echo with secure tones.",0.13867680728435516,0.841789722442627,0.019533518701791763
Non-White,51,Some priors,"A Non-White, 51, with Some priors, drifts through a life that feels perpetually routine.",0.02805190160870552,0.6910749673843384,0.2808730900287628
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions walks a path shaped by on edge rhythms and unseen turns.,0.015873219817876816,0.5284069180488586,0.45571979880332947
White-Caucasian,61,Some priors,"This 61-year-old White-Caucasian, with Some priors, moves through a delicate landscape, shaped by quiet moments and passing time.",0.0916583314538002,0.889721155166626,0.018620476126670837
Non-White,53,No prior convictions,"With No prior convictions, this 53-year-old Non-White navigates a world softly layered in calm textures.",0.11123792827129364,0.8106759190559387,0.07808614522218704
White-Caucasian,55,Many priors,A 55-year-old White-Caucasian with Many priors walks a path shaped by comforting rhythms and unseen turns.,0.060110028833150864,0.9121131300926208,0.02777685597538948
Non-White,54,Many priors,"This Non-White, aged 54, with Many priors, resides in a realm where each day unfolds in a supportive pattern.",0.34519708156585693,0.6437092423439026,0.01109370682388544
White-Caucasian,58,Some priors,A 58-year-old White-Caucasian with Some priors walks a path shaped by structured rhythms and unseen turns.,0.024585288017988205,0.9004406929016113,0.07497398555278778
White-Caucasian,51,Some priors,"This 51-year-old White-Caucasian, with Some priors, moves through a steady landscape, shaped by quiet moments and passing time.",0.06846155226230621,0.9141253232955933,0.017413154244422913
Non-White,40,No prior convictions,"A Non-White, 40, with No prior convictions, drifts through a life that feels perpetually fragmented.",0.015721624717116356,0.3652263283729553,0.619051992893219
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions walks a path shaped by chaotic rhythms and unseen turns.,0.011895142495632172,0.391171395778656,0.5969335436820984
Non-White,45,Many priors,"45 years old, Non-White, bearing Many priors, living amid days that echo with grounded tones.",0.3960988521575928,0.590853750705719,0.013047377578914165
Non-White,46,Some priors,"At 46, the Non-White with Some priors stands in a space suspended in measured quiet.",0.03802099823951721,0.9321823120117188,0.029796723276376724
Non-White,54,Some priors,"This Non-White, aged 54, with Some priors, resides in a realm where each day unfolds in a unpredictable pattern.",0.019703473895788193,0.6560719609260559,0.3242246210575104
Non-White,58,No prior convictions,"58 years old, Non-White, bearing No prior convictions, living amid days that echo with unpredictable tones.",0.049791429191827774,0.7256150841712952,0.22459352016448975
Non-White,50,No prior convictions,"In balanced cycles of existence, a Non-White, aged 50, carries No prior convictions like a whispered thread.",0.09103725105524063,0.8295661807060242,0.07939659059047699
White-Caucasian,52,Many priors,"52 years old, White-Caucasian, bearing Many priors, living amid days that echo with ever-changing tones.",0.14950674772262573,0.8355671763420105,0.014926067553460598
White-Caucasian,61,No prior convictions,"This White-Caucasian, aged 61, with No prior convictions, resides in a realm where each day unfolds in a ever-changing pattern.",0.028852907940745354,0.5681701898574829,0.4029768705368042
White-Caucasian,51,Some priors,"51 years old, White-Caucasian, bearing Some priors, living amid days that echo with routine tones.",0.05214069411158562,0.8828228116035461,0.06503647565841675
Non-White,68,Many priors,A 68-year-old Non-White with Many priors walks a path shaped by steady rhythms and unseen turns.,0.043354954570531845,0.8970935940742493,0.05955145135521889
Non-White,53,No prior convictions,"With No prior convictions, this 53-year-old Non-White navigates a world softly layered in measured textures.",0.031495314091444016,0.6300342679023743,0.338470458984375
White-Caucasian,37,Many priors,"With Many priors, this 37-year-old White-Caucasian navigates a world softly layered in in flux textures.",0.10948806256055832,0.8613677620887756,0.0291441697627306
Non-White,55,Some priors,"This Non-White, aged 55, with Some priors, resides in a realm where each day unfolds in a steady pattern.",0.03376824036240578,0.8943110108375549,0.07192070037126541
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions walks a path shaped by fragmented rhythms and unseen turns.,0.012740961275994778,0.4253985285758972,0.5618605017662048
White-Caucasian,59,Many priors,"59 years old, White-Caucasian, bearing Many priors, living amid days that echo with on edge tones.",0.0648130252957344,0.7643694281578064,0.17081758379936218
Non-White,54,Some priors,"Non-White, aged 54, with Some priors, inhabits a world subtly colored by balanced days.",0.06884438544511795,0.8963271379470825,0.034828465431928635
Non-White,49,No prior convictions,"At 49, the Non-White with No prior convictions stands in a space suspended in steady quiet.",0.030922386795282364,0.7803922295570374,0.1886853724718094
White-Caucasian,41,No prior convictions,"This 41-year-old White-Caucasian, with No prior convictions, moves through a structured landscape, shaped by quiet moments and passing time.",0.04775366932153702,0.9199537038803101,0.03229261189699173
Non-White,48,Some priors,"Non-White, aged 48, with Some priors, inhabits a world subtly colored by calm days.",0.21913376450538635,0.7658019065856934,0.015064279548823833
White-Caucasian,44,No prior convictions,"White-Caucasian, aged 44, with No prior convictions, inhabits a world subtly colored by calm days.",0.0609910786151886,0.8105469942092896,0.12846188247203827
Non-White,45,No prior convictions,"Non-White, aged 45, with No prior convictions, inhabits a world subtly colored by chaotic days.",0.013715304434299469,0.3729211688041687,0.6133635640144348
Non-White,54,Some priors,"This Non-White, aged 54, with Some priors, resides in a realm where each day unfolds in a unsteady pattern.",0.026456773281097412,0.8041221499443054,0.1694210320711136
Non-White,61,Some priors,A 61-year-old Non-White with Some priors walks a path shaped by on edge rhythms and unseen turns.,0.020873358473181725,0.80443274974823,0.17469388246536255
White-Caucasian,52,Some priors,"White-Caucasian, aged 52, with Some priors, inhabits a world subtly colored by in flux days.",0.036046210676431656,0.9126530885696411,0.05130074545741081
Non-White,41,Many priors,"A life marked by grounded hues surrounds this Non-White, aged 41, who has Many priors.",0.13686542212963104,0.8406557440757751,0.022478824481368065
Non-White,53,Some priors,"This 53-year-old Non-White, with Some priors, moves through a tenuous landscape, shaped by quiet moments and passing time.",0.05132495239377022,0.9165314435958862,0.03214360773563385
White-Caucasian,58,Some priors,"58 years old, White-Caucasian, bearing Some priors, living amid days that echo with comforting tones.",0.5091230869293213,0.48085734248161316,0.010019614361226559
Non-White,45,No prior convictions,"In steady cycles of existence, a Non-White, aged 45, carries No prior convictions like a whispered thread.",0.05787482112646103,0.774803102016449,0.1673220843076706
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions walks a path shaped by comforting rhythms and unseen turns.,0.028924966230988503,0.7628138065338135,0.20826122164726257
Non-White,50,Some priors,"This 50-year-old Non-White, with Some priors, moves through a routine landscape, shaped by quiet moments and passing time.",0.05036715045571327,0.9253033995628357,0.02432948537170887
White-Caucasian,44,Some priors,"With Some priors, this 44-year-old White-Caucasian navigates a world softly layered in calm textures.",0.33068329095840454,0.6562012434005737,0.013115450739860535
White-Caucasian,54,No prior convictions,"A White-Caucasian, 54, with No prior convictions, drifts through a life that feels perpetually tenuous.",0.016641806811094284,0.3323339521884918,0.6510241627693176
White-Caucasian,49,Some priors,"49 years old, White-Caucasian, bearing Some priors, living amid days that echo with fragmented tones.",0.04956228286027908,0.8557193875312805,0.09471827745437622
Non-White,52,No prior convictions,"A Non-White, 52, with No prior convictions, drifts through a life that feels perpetually calm.",0.09080815315246582,0.7547605633735657,0.1544313281774521
White-Caucasian,43,Some priors,"White-Caucasian, aged 43, with Some priors, inhabits a world subtly colored by delicate days.",0.11307825148105621,0.8685431480407715,0.018378548324108124
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions stands in a space suspended in in flux quiet.",0.02085697464644909,0.6550207734107971,0.32412225008010864
White-Caucasian,55,Some priors,"At 55, the White-Caucasian with Some priors stands in a space suspended in steady quiet.",0.04695747792720795,0.9322798848152161,0.020762596279382706
White-Caucasian,47,Many priors,"White-Caucasian, aged 47, with Many priors, inhabits a world subtly colored by in flux days.",0.04345402866601944,0.9142321348190308,0.042313896119594574
Non-White,62,No prior convictions,"At 62, the Non-White with No prior convictions stands in a space suspended in secure quiet.",0.02949993871152401,0.8422955274581909,0.12820450961589813
Non-White,47,No prior convictions,"47 years old, Non-White, bearing No prior convictions, living amid days that echo with comforting tones.",0.403372198343277,0.5753527283668518,0.021275073289871216
White-Caucasian,51,Some priors,"In supportive cycles of existence, a White-Caucasian, aged 51, carries Some priors like a whispered thread.",0.09185119718313217,0.8797874450683594,0.02836129628121853
Non-White,56,No prior convictions,"With No prior convictions, this 56-year-old Non-White navigates a world softly layered in delicate textures.",0.061619214713573456,0.7441363334655762,0.19424444437026978
Non-White,40,No prior convictions,"At 40, the Non-White with No prior convictions stands in a space suspended in chaotic quiet.",0.021870240569114685,0.6160282492637634,0.3621015250682831
Non-White,37,No prior convictions,A 37-year-old Non-White with No prior convictions walks a path shaped by secure rhythms and unseen turns.,0.025234980508685112,0.6776524186134338,0.2971125841140747
White-Caucasian,39,Some priors,"A life marked by tenuous hues surrounds this White-Caucasian, aged 39, who has Some priors.",0.026002654805779457,0.7190968990325928,0.2549004554748535
White-Caucasian,58,Some priors,"A life marked by structured hues surrounds this White-Caucasian, aged 58, who has Some priors.",0.027617551386356354,0.8767164349555969,0.09566603600978851
Non-White,46,Some priors,"With Some priors, this 46-year-old Non-White navigates a world softly layered in structured textures.",0.09721293300390244,0.8801620602607727,0.02262505516409874
White-Caucasian,67,Some priors,"This 67-year-old White-Caucasian, with Some priors, moves through a grounded landscape, shaped by quiet moments and passing time.",0.0872378870844841,0.8979516625404358,0.014810452237725258
Non-White,46,Some priors,"At 46, the Non-White with Some priors stands in a space suspended in unsteady quiet.",0.04447813332080841,0.9181942343711853,0.03732766583561897
Non-White,51,No prior convictions,"A Non-White, 51, with No prior convictions, drifts through a life that feels perpetually unsteady.",0.02109471894800663,0.45079079270362854,0.5281144976615906
Non-White,60,No prior convictions,"This Non-White, aged 60, with No prior convictions, resides in a realm where each day unfolds in a comforting pattern.",0.06738771498203278,0.7178477048873901,0.2147645801305771
Non-White,64,No prior convictions,"Non-White, aged 64, with No prior convictions, inhabits a world subtly colored by on edge days.",0.017400190234184265,0.4780988097190857,0.5045010447502136
Non-White,64,No prior convictions,"Non-White, aged 64, with No prior convictions, inhabits a world subtly colored by ever-changing days.",0.030951453372836113,0.7664701342582703,0.20257841050624847
White-Caucasian,58,Some priors,"This 58-year-old White-Caucasian, with Some priors, moves through a steady landscape, shaped by quiet moments and passing time.",0.066352479159832,0.9160524010658264,0.017595121636986732
Non-White,57,No prior convictions,"This 57-year-old Non-White, with No prior convictions, moves through a supportive landscape, shaped by quiet moments and passing time.",0.33523496985435486,0.6534045338630676,0.011360473930835724
White-Caucasian,54,Many priors,A 54-year-old White-Caucasian with Many priors walks a path shaped by steady rhythms and unseen turns.,0.041880540549755096,0.9214890599250793,0.03663041442632675
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions walks a path shaped by measured rhythms and unseen turns.,0.02103777602314949,0.6280619502067566,0.35090023279190063
Non-White,46,Some priors,"A life marked by in flux hues surrounds this Non-White, aged 46, who has Some priors.",0.02355233207345009,0.7749474048614502,0.20150023698806763
Non-White,44,No prior convictions,"This 44-year-old Non-White, with No prior convictions, moves through a routine landscape, shaped by quiet moments and passing time.",0.03384477272629738,0.8825575709342957,0.08359770476818085
Non-White,49,No prior convictions,"49 years old, Non-White, bearing No prior convictions, living amid days that echo with structured tones.",0.06513606011867523,0.7924979329109192,0.14236606657505035
Non-White,48,Some priors,"A life marked by ever-changing hues surrounds this Non-White, aged 48, who has Some priors.",0.0980839878320694,0.8672201037406921,0.03469591587781906
White-Caucasian,46,No prior convictions,"A life marked by balanced hues surrounds this White-Caucasian, aged 46, who has No prior convictions.",0.07182001322507858,0.7297101616859436,0.19846980273723602
White-Caucasian,54,No prior convictions,"This White-Caucasian, aged 54, with No prior convictions, resides in a realm where each day unfolds in a supportive pattern.",0.10849820822477341,0.7993160486221313,0.09218576550483704
Non-White,56,Some priors,"A Non-White, 56, with Some priors, drifts through a life that feels perpetually balanced.",0.17458729445934296,0.7881055474281311,0.03730711340904236
White-Caucasian,50,Many priors,"This 50-year-old White-Caucasian, with Many priors, moves through a calm landscape, shaped by quiet moments and passing time.",0.18029044568538666,0.8062313199043274,0.013478276319801807
White-Caucasian,60,No prior convictions,"White-Caucasian, aged 60, with No prior convictions, inhabits a world subtly colored by calm days.",0.05614156275987625,0.7902593016624451,0.15359912812709808
White-Caucasian,42,No prior convictions,"This White-Caucasian, aged 42, with No prior convictions, resides in a realm where each day unfolds in a unsteady pattern.",0.024363068863749504,0.4706368148326874,0.5050001740455627
White-Caucasian,48,Many priors,"With Many priors, this 48-year-old White-Caucasian navigates a world softly layered in unsteady textures.",0.16586191952228546,0.8079018592834473,0.026236210018396378
White-Caucasian,44,No prior convictions,A 44-year-old White-Caucasian with No prior convictions walks a path shaped by secure rhythms and unseen turns.,0.024887800216674805,0.688164472579956,0.28694775700569153
White-Caucasian,36,Many priors,"This 36-year-old White-Caucasian, with Many priors, moves through a comforting landscape, shaped by quiet moments and passing time.",0.31247416138648987,0.6782266497612,0.009299235418438911
White-Caucasian,49,Many priors,"This White-Caucasian, aged 49, with Many priors, resides in a realm where each day unfolds in a structured pattern.",0.040466099977493286,0.9124831557273865,0.04705074429512024
White-Caucasian,49,Some priors,"White-Caucasian, aged 49, with Some priors, inhabits a world subtly colored by supportive days.",0.2114804983139038,0.775188684463501,0.013330786488950253
Non-White,60,No prior convictions,"This Non-White, aged 60, with No prior convictions, resides in a realm where each day unfolds in a steady pattern.",0.02186809480190277,0.4467760920524597,0.5313558578491211
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions walks a path shaped by steady rhythms and unseen turns.,0.023717625066637993,0.6393351554870605,0.33694717288017273
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, moves through a comforting landscape, shaped by quiet moments and passing time.",0.31813785433769226,0.672527015209198,0.00933520682156086
Non-White,62,Some priors,"In routine cycles of existence, a Non-White, aged 62, carries Some priors like a whispered thread.",0.03824010491371155,0.8904784321784973,0.07128139585256577
White-Caucasian,58,Many priors,"58 years old, White-Caucasian, bearing Many priors, living amid days that echo with measured tones.",0.09667473286390305,0.8719508051872253,0.03137446939945221
Non-White,54,No prior convictions,"With No prior convictions, this 54-year-old Non-White navigates a world softly layered in supportive textures.",0.1372555047273636,0.779633641242981,0.08311082422733307
Non-White,48,No prior convictions,"In supportive cycles of existence, a Non-White, aged 48, carries No prior convictions like a whispered thread.",0.10900681465864182,0.8319314122200012,0.059061795473098755
White-Caucasian,43,No prior convictions,"White-Caucasian, aged 43, with No prior convictions, inhabits a world subtly colored by delicate days.",0.04300273582339287,0.7754644155502319,0.18153290450572968
White-Caucasian,47,Many priors,"White-Caucasian, aged 47, with Many priors, inhabits a world subtly colored by on edge days.",0.03923266381025314,0.8398846983909607,0.12088259309530258
Non-White,57,No prior convictions,"This Non-White, aged 57, with No prior convictions, resides in a realm where each day unfolds in a fragmented pattern.",0.011866300366818905,0.3096587657928467,0.6784749031066895
Non-White,63,No prior convictions,A 63-year-old Non-White with No prior convictions walks a path shaped by balanced rhythms and unseen turns.,0.03203313425183296,0.7237541675567627,0.24421273171901703
White-Caucasian,60,Some priors,"In chaotic cycles of existence, a White-Caucasian, aged 60, carries Some priors like a whispered thread.",0.02686055190861225,0.7527015805244446,0.22043782472610474
Non-White,46,No prior convictions,"A Non-White, 46, with No prior convictions, drifts through a life that feels perpetually unsteady.",0.020693914964795113,0.44867849349975586,0.5306275486946106
White-Caucasian,42,Many priors,"In routine cycles of existence, a White-Caucasian, aged 42, carries Many priors like a whispered thread.",0.052545249462127686,0.8883910775184631,0.05906365066766739
Non-White,50,Some priors,"At 50, the Non-White with Some priors stands in a space suspended in tenuous quiet.",0.04218883067369461,0.908683717250824,0.049127474427223206
White-Caucasian,37,No prior convictions,"A White-Caucasian, 37, with No prior convictions, drifts through a life that feels perpetually steady.",0.0606052428483963,0.7357739210128784,0.2036208063364029
Non-White,52,Many priors,"At 52, the Non-White with Many priors stands in a space suspended in fragmented quiet.",0.03425572067499161,0.8296715021133423,0.1360727846622467
Non-White,48,No prior convictions,"In chaotic cycles of existence, a Non-White, aged 48, carries No prior convictions like a whispered thread.",0.027488423511385918,0.6038771271705627,0.3686344623565674
Non-White,46,No prior convictions,"With No prior convictions, this 46-year-old Non-White navigates a world softly layered in grounded textures.",0.05490592122077942,0.7720284461975098,0.17306560277938843
Non-White,38,No prior convictions,"This Non-White, aged 38, with No prior convictions, resides in a realm where each day unfolds in a on edge pattern.",0.014155657961964607,0.2898455262184143,0.6959988474845886
White-Caucasian,53,No prior convictions,"A life marked by chaotic hues surrounds this White-Caucasian, aged 53, who has No prior convictions.",0.008208665065467358,0.22733630239963531,0.7644550204277039
White-Caucasian,46,No prior convictions,"A White-Caucasian, 46, with No prior convictions, drifts through a life that feels perpetually measured.",0.027323169633746147,0.5619004368782043,0.41077637672424316
White-Caucasian,41,Some priors,"White-Caucasian, aged 41, with Some priors, inhabits a world subtly colored by structured days.",0.04394831135869026,0.9240949749946594,0.03195670619606972
White-Caucasian,29,Many priors,"White-Caucasian, aged 29, with Many priors, inhabits a world subtly colored by chaotic days.",0.029461489990353584,0.8200758695602417,0.15046259760856628
Non-White,49,Many priors,"49 years old, Non-White, bearing Many priors, living amid days that echo with steady tones.",0.14803951978683472,0.8230107426643372,0.028949666768312454
White-Caucasian,62,Many priors,"A White-Caucasian, 62, with Many priors, drifts through a life that feels perpetually fragmented.",0.02928757853806019,0.6008308529853821,0.3698815405368805
White-Caucasian,61,Many priors,"With Many priors, this 61-year-old White-Caucasian navigates a world softly layered in in flux textures.",0.11054318398237228,0.8601975440979004,0.029259255155920982
Non-White,46,No prior convictions,"This 46-year-old Non-White, with No prior convictions, moves through a measured landscape, shaped by quiet moments and passing time.",0.04238021373748779,0.9012771248817444,0.056342631578445435
Non-White,45,No prior convictions,"A Non-White, 45, with No prior convictions, drifts through a life that feels perpetually routine.",0.01573881506919861,0.33504533767700195,0.6492158770561218
Non-White,53,No prior convictions,"53 years old, Non-White, bearing No prior convictions, living amid days that echo with calm tones.",0.31235575675964355,0.6624812483787537,0.02516302652657032
Non-White,43,Some priors,"This 43-year-old Non-White, with Some priors, moves through a balanced landscape, shaped by quiet moments and passing time.",0.1345607191324234,0.8530603051185608,0.01237900834530592
White-Caucasian,52,Some priors,"White-Caucasian, aged 52, with Some priors, inhabits a world subtly colored by structured days.",0.040073998272418976,0.9236308336257935,0.036295194178819656
White-Caucasian,55,Some priors,"At 55, the White-Caucasian with Some priors stands in a space suspended in steady quiet.",0.04695738106966019,0.9322800040245056,0.020762618631124496
Non-White,58,Some priors,"This 58-year-old Non-White, with Some priors, moves through a fragile landscape, shaped by quiet moments and passing time.",0.029140902683138847,0.7893540859222412,0.1815049648284912
Non-White,49,No prior convictions,"49 years old, Non-White, bearing No prior convictions, living amid days that echo with comforting tones.",0.4014235734939575,0.5769056081771851,0.021670840680599213
White-Caucasian,48,Some priors,"This 48-year-old White-Caucasian, with Some priors, moves through a unsteady landscape, shaped by quiet moments and passing time.",0.04945840314030647,0.9161210656166077,0.034420572221279144
Non-White,43,Some priors,"With Some priors, this 43-year-old Non-White navigates a world softly layered in tenuous textures.",0.07540211081504822,0.867789626121521,0.05680829659104347
White-Caucasian,44,Some priors,"A White-Caucasian, 44, with Some priors, drifts through a life that feels perpetually chaotic.",0.01691901497542858,0.4470149874687195,0.5360659956932068
White-Caucasian,48,Some priors,"At 48, the White-Caucasian with Some priors stands in a space suspended in chaotic quiet.",0.02459876239299774,0.8686453700065613,0.10675592720508575
Non-White,52,Some priors,"Non-White, aged 52, with Some priors, inhabits a world subtly colored by grounded days.",0.036694735288619995,0.8792112469673157,0.0840940773487091
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions stands in a space suspended in secure quiet.",0.029217194765806198,0.7950569987297058,0.17572583258152008
Non-White,44,No prior convictions,"In measured cycles of existence, a Non-White, aged 44, carries No prior convictions like a whispered thread.",0.056424830108881,0.810987651348114,0.1325874924659729
White-Caucasian,60,No prior convictions,"With No prior convictions, this 60-year-old White-Caucasian navigates a world softly layered in fragile textures.",0.010099955834448338,0.2610361576080322,0.7288638949394226
Non-White,48,No prior convictions,"A Non-White, 48, with No prior convictions, drifts through a life that feels perpetually in flux.",0.015514293685555458,0.4202832877635956,0.5642023682594299
White-Caucasian,49,No prior convictions,"With No prior convictions, this 49-year-old White-Caucasian navigates a world softly layered in in flux textures.",0.01351885125041008,0.43298715353012085,0.5534940361976624
White-Caucasian,44,Many priors,"This White-Caucasian, aged 44, with Many priors, resides in a realm where each day unfolds in a fragile pattern.",0.023172074928879738,0.5495434999465942,0.42728444933891296
Non-White,33,Some priors,"A life marked by calm hues surrounds this Non-White, aged 33, who has Some priors.",0.43750256299972534,0.5539133548736572,0.00858407560735941
Non-White,56,Some priors,"This Non-White, aged 56, with Some priors, resides in a realm where each day unfolds in a routine pattern.",0.025593815371394157,0.8379521369934082,0.13645406067371368
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions walks a path shaped by steady rhythms and unseen turns.,0.02497859299182892,0.6172586679458618,0.35776281356811523
Non-White,48,No prior convictions,"A Non-White, 48, with No prior convictions, drifts through a life that feels perpetually on edge.",0.01622379943728447,0.3344026505947113,0.6493735909461975
Non-White,50,No prior convictions,"At 50, the Non-White with No prior convictions stands in a space suspended in grounded quiet.",0.021670056506991386,0.6569291353225708,0.32140079140663147
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions stands in a space suspended in steady quiet.",0.031168805435299873,0.7253066301345825,0.24352456629276276
White-Caucasian,39,Many priors,"White-Caucasian, aged 39, with Many priors, inhabits a world subtly colored by calm days.",0.23984842002391815,0.7483264207839966,0.011825188994407654
White-Caucasian,46,No prior convictions,"In calm cycles of existence, a White-Caucasian, aged 46, carries No prior convictions like a whispered thread.",0.08824274688959122,0.8333778381347656,0.07837942242622375
White-Caucasian,55,No prior convictions,"55 years old, White-Caucasian, bearing No prior convictions, living amid days that echo with on edge tones.",0.05674389377236366,0.6913262009620667,0.25192990899086
White-Caucasian,41,No prior convictions,"At 41, the White-Caucasian with No prior convictions stands in a space suspended in in flux quiet.",0.02414149045944214,0.6616100668907166,0.3142484128475189
Non-White,52,No prior convictions,"A Non-White, 52, with No prior convictions, drifts through a life that feels perpetually delicate.",0.021604884415864944,0.49525338411331177,0.4831417500972748
White-Caucasian,40,Some priors,"40 years old, White-Caucasian, bearing Some priors, living amid days that echo with supportive tones.",0.6450691223144531,0.3462539315223694,0.008676872588694096
White-Caucasian,53,No prior convictions,"This White-Caucasian, aged 53, with No prior convictions, resides in a realm where each day unfolds in a unpredictable pattern.",0.015862280502915382,0.3503670394420624,0.6337705850601196
White-Caucasian,49,No prior convictions,"49 years old, White-Caucasian, bearing No prior convictions, living amid days that echo with ever-changing tones.",0.10639437288045883,0.8536193370819092,0.03998630493879318
Non-White,38,Many priors,A 38-year-old Non-White with Many priors walks a path shaped by fragmented rhythms and unseen turns.,0.020374052226543427,0.7039120197296143,0.2757139503955841
White-Caucasian,58,Many priors,"This 58-year-old White-Caucasian, with Many priors, moves through a fragmented landscape, shaped by quiet moments and passing time.",0.050001271069049835,0.9087582230567932,0.04124050959944725
Non-White,44,No prior convictions,"Non-White, aged 44, with No prior convictions, inhabits a world subtly colored by secure days.",0.02831585705280304,0.6599189639091492,0.311765193939209
White-Caucasian,44,Many priors,"This White-Caucasian, aged 44, with Many priors, resides in a realm where each day unfolds in a calm pattern.",0.21466121077537537,0.7740017771720886,0.011336971074342728
White-Caucasian,51,Some priors,"A life marked by tenuous hues surrounds this White-Caucasian, aged 51, who has Some priors.",0.025643832981586456,0.726015031337738,0.24834109842777252
Non-White,58,No prior convictions,"A life marked by ever-changing hues surrounds this Non-White, aged 58, who has No prior convictions.",0.039103034883737564,0.6292344927787781,0.33166250586509705
Non-White,42,No prior convictions,"This 42-year-old Non-White, with No prior convictions, moves through a fragile landscape, shaped by quiet moments and passing time.",0.020267341285943985,0.6333798170089722,0.34635284543037415
White-Caucasian,50,Many priors,"This White-Caucasian, aged 50, with Many priors, resides in a realm where each day unfolds in a delicate pattern.",0.058798179030418396,0.9000499844551086,0.04115181788802147
Non-White,53,No prior convictions,"A Non-White, 53, with No prior convictions, drifts through a life that feels perpetually ever-changing.",0.03120260313153267,0.6089487075805664,0.35984864830970764
Non-White,54,Some priors,"At 54, the Non-White with Some priors stands in a space suspended in delicate quiet.",0.06907038390636444,0.9058473706245422,0.025082165375351906
