Gender,Age,Education,Employment,Sentence
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Male,39,No High School Degree,Employed,"A 39-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,39,High School Degree,Unemployed,"A 39-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,47,No High School Degree,Unemployed,"A 47-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,44,High School Degree,Employed,"A 44-year-old Male with High School Degree, currently Employed, held in a tense, suspended state."
Male,59,High School Degree,Unemployed,"A 59-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,50,High School Degree,Unemployed,"A 50-year-old Male with High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,51,Degree,Employed,"A 51-year-old Male with Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,44,High School Degree,Unemployed,"A 44-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,57,Degree,Employed,"A 57-year-old Female with Degree, currently Employed, where little stays the same from one day to the next."
Female,49,Master,Employed,"A 49-year-old Female with Master, currently Employed, settled into a measured, predictable routine."
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,39,No High School Degree,Unemployed,"A 39-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,38,High School Degree,Unemployed,"A 38-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,53,High School Degree,Unemployed,"A 53-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,38,No High School Degree,Employed,"A 38-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state."
Female,56,High School Degree,Employed,"A 56-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds."
Female,61,High School Degree,Employed,"A 61-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds."
Female,48,High School Degree,Employed,"A 48-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,34,No High School Degree,Unemployed,"A 34-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,48,High School Degree,Employed,"A 48-year-old Male with High School Degree, currently Employed, amid constant upheaval and change."
Male,49,Degree,Employed,"A 49-year-old Male with Degree, currently Employed, held in a tense, suspended state."
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,45,No High School Degree,Employed,"A 45-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,42,High School Degree,Unemployed,"A 42-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Male,52,High School Degree,Unemployed,"A 52-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,45,High School Degree,Unemployed,"A 45-year-old Male with High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,41,Degree,Unemployed,"A 41-year-old Male with Degree, currently Unemployed, settled into a steady, reliable routine."
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,49,Degree,Employed,"A 49-year-old Male with Degree, currently Employed, moving through steady, unremarkable days."
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Female,36,High School Degree,Employed,"A 36-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil."
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, amid constant upheaval and change."
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,51,PhD,Employed,"A 51-year-old Male with PhD, currently Employed, in the middle of relentless turmoil."
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Female,58,No High School Degree,Unemployed,"A 58-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change."
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,62,No High School Degree,Unemployed,"A 62-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,41,No High School Degree,Employed,"A 41-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,57,Master,Unemployed,"A 57-year-old Male with Master, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,59,High School Degree,Employed,"A 59-year-old Female with High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil."
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change."
Male,59,High School Degree,Unemployed,"A 59-year-old Male with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,59,No High School Degree,Employed,"A 59-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,59,High School Degree,Unemployed,"A 59-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,38,No High School Degree,Employed,"A 38-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,56,High School Degree,Unemployed,"A 56-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state."
Female,61,No High School Degree,Employed,"A 61-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,45,High School Degree,Unemployed,"A 45-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state."
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, amid constant upheaval and change."
Male,51,High School Degree,Employed,"A 51-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil."
Male,52,Master,Unemployed,"A 52-year-old Male with Master, currently Unemployed, settled into a steady, reliable routine."
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, settled into a steady, reliable routine."
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil."
Female,49,High School Degree,Unemployed,"A 49-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,47,No High School Degree,Unemployed,"A 47-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,61,No High School Degree,Employed,"A 61-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, amid constant upheaval and change."
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,42,No High School Degree,Employed,"A 42-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,41,No High School Degree,Employed,"A 41-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Female,62,No High School Degree,Unemployed,"A 62-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,65,High School Degree,Unemployed,"A 65-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,54,Degree,Unemployed,"A 54-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next."
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine."
Female,48,Degree,Employed,"A 48-year-old Female with Degree, currently Employed, where little stays the same from one day to the next."
Female,46,High School Degree,Employed,"A 46-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Male,55,High School Degree,Unemployed,"A 55-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,64,Degree,Unemployed,"A 64-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next."
Male,43,High School Degree,Unemployed,"A 43-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,63,No High School Degree,Employed,"A 63-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,41,High School Degree,Unemployed,"A 41-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,68,High School Degree,Unemployed,"A 68-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,52,Degree,Employed,"A 52-year-old Male with Degree, currently Employed, in the middle of relentless turmoil."
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,52,High School Degree,Employed,"A 52-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil."
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,58,No High School Degree,Unemployed,"A 58-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,43,No High School Degree,Employed,"A 43-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,35,No High School Degree,Unemployed,"A 35-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,71,No High School Degree,Employed,"A 71-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds."
Female,57,High School Degree,Unemployed,"A 57-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,53,High School Degree,Unemployed,"A 53-year-old Male with High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,54,High School Degree,Unemployed,"A 54-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,50,High School Degree,Unemployed,"A 50-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,48,High School Degree,Unemployed,"A 48-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Male,57,High School Degree,Unemployed,"A 57-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,54,High School Degree,Unemployed,"A 54-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,29,No High School Degree,Employed,"A 29-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Female,51,Degree,Employed,"A 51-year-old Female with Degree, currently Employed, surrounded by a sense of rootedness and support."
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,47,High School Degree,Employed,"A 47-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,56,Master,Unemployed,"A 56-year-old Male with Master, currently Unemployed, settled into a steady, reliable routine."
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,40,High School Degree,Employed,"A 40-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,45,Degree,Employed,"A 45-year-old Female with Degree, currently Employed, held in a tense, suspended state."
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds."
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,57,High School Degree,Unemployed,"A 57-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,45,High School Degree,Unemployed,"A 45-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,48,Degree,Unemployed,"A 48-year-old Female with Degree, currently Unemployed, settled into a steady, reliable routine."
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change."
Male,51,High School Degree,Employed,"A 51-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil."
Male,44,Master,Unemployed,"A 44-year-old Male with Master, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,54,High School Degree,Employed,"A 54-year-old Female with High School Degree, currently Employed, rooted in security and dependable bonds."
Female,38,No High School Degree,Employed,"A 38-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,43,High School Degree,Unemployed,"A 43-year-old Male with High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,55,High School Degree,Employed,"A 55-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Male,35,No High School Degree,Employed,"A 35-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,41,No High School Degree,Employed,"A 41-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,40,High School Degree,Employed,"A 40-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine."
Female,28,High School Degree,Unemployed,"A 28-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state."
Male,51,Degree,Unemployed,"A 51-year-old Male with Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,62,High School Degree,Unemployed,"A 62-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,58,No High School Degree,Unemployed,"A 58-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,55,Degree,Unemployed,"A 55-year-old Male with Degree, currently Unemployed, held in a tense, suspended state."
Female,43,No High School Degree,Unemployed,"A 43-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,57,High School Degree,Unemployed,"A 57-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,69,No High School Degree,Employed,"A 69-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,46,High School Degree,Unemployed,"A 46-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine."
Male,49,High School Degree,Unemployed,"A 49-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,37,No High School Degree,Employed,"A 37-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,39,High School Degree,Unemployed,"A 39-year-old Female with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,55,High School Degree,Unemployed,"A 55-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,41,High School Degree,Employed,"A 41-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Female,52,High School Degree,Employed,"A 52-year-old Female with High School Degree, currently Employed, amid constant upheaval and change."
Male,53,High School Degree,Employed,"A 53-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,43,Master,Unemployed,"A 43-year-old Male with Master, currently Unemployed, amid constant upheaval and change."
Male,51,Degree,Employed,"A 51-year-old Male with Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,40,No High School Degree,Unemployed,"A 40-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,43,No High School Degree,Unemployed,"A 43-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,58,Degree,Employed,"A 58-year-old Male with Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,58,High School Degree,Unemployed,"A 58-year-old Male with High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,50,Degree,Unemployed,"A 50-year-old Male with Degree, currently Unemployed, settled into a steady, reliable routine."
Male,66,High School Degree,Unemployed,"A 66-year-old Male with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,52,High School Degree,Employed,"A 52-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Female,51,High School Degree,Employed,"A 51-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,56,High School Degree,Employed,"A 56-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Male,44,High School Degree,Unemployed,"A 44-year-old Male with High School Degree, currently Unemployed, amid constant upheaval and change."
Male,37,No High School Degree,Unemployed,"A 37-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,34,No High School Degree,Unemployed,"A 34-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,67,High School Degree,Unemployed,"A 67-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,49,High School Degree,Employed,"A 49-year-old Male with High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,47,High School Degree,Employed,"A 47-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds."
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,52,Degree,Unemployed,"A 52-year-old Male with Degree, currently Unemployed, amid constant upheaval and change."
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Male,56,Degree,Unemployed,"A 56-year-old Male with Degree, currently Unemployed, held in a tense, suspended state."
Female,53,Degree,Unemployed,"A 53-year-old Female with Degree, currently Unemployed, surrounded by a sense of rootedness and support."
